scenario_id,model_label,parameter,true_value,n_reps,empirical_coverage,mean_bias,median_bias,rmse,mean_ci_width,mean_posterior_sd,max_rhat_worst,min_ess_worst,pct_rhat_bad,mean_n_divergent,max_n_divergent,pct_reps_with_divergence,pct_reps_many_divergence,mean_n_max_treedepth,min_ebfmi_worst,panel
K1,default,treatment_effect_mean,-0.3374485596707819,5,1,0.0013904777277819135,0.005789090475781911,0.017806147725299596,0.10676629829999999,0.033288412403863044,1.0072341894142678,481.20249091206637,0,0,0,0,0,0,0.6207218816331433,D
K2,default,treatment_effect_mean,-0.3374485596707819,5,0.8,-0.007688811056218092,-0.007689180804218099,0.026779682893037105,0.0783988097,0.023801240126093966,1.010661729567477,576.5767692870386,0,0,0,0,0,0,0.7209289326077015,D
K3,default,treatment_effect_mean,-0.3374485596707819,5,0.6,-0.015354079323218094,-0.010497789114218115,0.025698636087356192,0.06379201989999998,0.019434108503258878,1.009144324265014,435.7274822818068,0,0,0,0,0,0,0.8003446383069271,D
K4,default,treatment_effect_mean,-0.3374485596707819,5,1,0.014904710770781916,0.020339446775781922,0.019843799249669468,0.058354960199999986,0.01781402379322205,1.0082688767705748,407.7274407432228,0,0,0,0,0,0,0.8128512851154168,D
K5,default,treatment_effect_mean,-0.3374485596707819,5,1,0.00600056916278191,-8.536725992180916e-4,0.012552283849709939,0.05164644189999997,0.015241457882700794,1.0249023686021488,72.62378660120153,0,12.8,60,0.4,0.2,0,0.75540264688883485,D
K6,default,treatment_effect_mean,-0.3374485596707819,5,1,-0.00290425592721808,-0.004124738099218095,0.01081505201427569,0.06642935799999997,0.020270269205078243,1.0041177574739457,617.0786720947343,0,0,0,0,0,0,0.6149516955696304,D
K7,default,treatment_effect_mean,-0.3374485596707819,5,0.8,0.012379130127781902,0.019972817895781925,0.019156386912778087,0.05022346019999999,0.015420720323111096,1.0095970151816656,665.4850308091965,0,0,0,0,0,0,0.6385731022920397,D
K8,default,treatment_effect_mean,-0.3374485596707819,5,0.6,0.009575833790781908,0.01771427204578191,0.02021248501507964,0.040069462599999994,0.012198051313599035,1.0060994973949668,802.1197590650287,0,0,0,0,0,0,0.5925425834128489,D
K9,default,treatment_effect_mean,-0.3374485596707819,5,1,3.97013947781899e-4,-6.211578142180652e-4,0.0018500986206701274,0.03156585970000002,0.009615487773005332,1.0073637032684275,474.7724340673425,0,0,0,0,0,0,0.5981542610006904,D
L1,normal,treatment_effect_mean,-0.3374485596707819,5,0.8,-0.022613293698218084,-0.028983036889218106,0.028118251668712235,0.07209031639999999,0.02215687573093781,1.0082736475048926,568.3062253660921,0,0,0,0,0,0,0.5841685403705411,E
