scenario_id,model_label,parameter,true_value,n_reps,empirical_coverage,mean_bias,median_bias,rmse,mean_ci_width,mean_posterior_sd,max_rhat_worst,min_ess_worst,pct_rhat_bad,metadid_install_datetime,run_date,mean_n_divergent,max_n_divergent,pct_reps_with_divergence,pct_reps_many_divergence,mean_n_max_treedepth,min_ebfmi_worst,se_bias,se_ci_width,se_posterior_sd
H3,naive,time_trend_mean,-0.08888888888888889,25,0.96,0.00249075070950286,0.01853901817619203,0.05555915996611055,0.21096145101919997,0.06507756970268964,1.0984819669470214,15.724330409785612,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,25.48,213,0.92,0.48,0,0.2276850732285821,NA,NA,NA
H3,naive,time_trend_sd,0.22222222222222224,25,0.76,0.02209066660495776,0.03064539125277773,0.05858834976474872,0.16504808633999998,0.05241745773485366,1.0984819669470214,15.724330409785612,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,25.48,213,0.92,0.48,0,0.2276850732285821,NA,NA,NA
H3,naive,treatment_effect_mean,-0.3333333333333333,25,0.76,-0.04513707790966669,-0.04211119652166667,0.05425122385238748,0.11703506962,0.03576405468633745,1.0984819669470214,15.724330409785612,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,25.48,213,0.92,0.48,0,0.2276850732285821,NA,NA,NA
H3,naive,treatment_effect_sd,0.06666666666666667,25,0,0.12378417923417334,0.13020423018333332,0.1273986415840824,0.08723056564,0.02709088585347934,1.0984819669470214,15.724330409785612,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,25.48,213,0.92,0.48,0,0.2276850732285821,NA,NA,NA
H4,full_normal,time_trend_mean,-0.08888888888888889,25,0.32,-0.03946990783891511,-0.0410357664151111,0.04366105196102967,0.05735249067199999,0.01754043362339799,1.023017667203871,129.23705538298165,0,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,53.96,194,1,0.88,0,0.24481652811273671,NA,NA,NA
H4,full_normal,time_trend_sd,0.04444444444444444,25,0.84,0.00844331320091519,0.00965593858205555,0.01672486100751865,0.05370861602887999,0.01648852424059718,1.023017667203871,129.23705538298165,0,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,53.96,194,1,0.88,0,0.24481652811273671,NA,NA,NA
H4,full_normal,treatment_effect_mean,-0.3333333333333333,25,0.48,0.03835121722533331,0.04421155001833332,0.04310572375693813,0.07561718971999999,0.02309811279152296,1.023017667203871,129.23705538298165,0,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,53.96,194,1,0.88,0,0.24481652811273671,NA,NA,NA
H4,full_normal,treatment_effect_sd,0.06666666666666667,25,0.48,0.02624310722618281,0.03173354651283333,0.03407678167317538,0.063650190282,0.01942620980440192,1.023017667203871,129.23705538298165,0,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,53.96,194,1,0.88,0,0.24481652811273671,NA,NA,NA
H4,full_robust,time_trend_mean,-0.08888888888888889,25,0.32,-0.03917233392703711,-0.0419002286726111,0.04357089645551312,0.05575498772799999,0.01716662225261439,1.459627281740678,5.500127402323754,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,146.28,1010,1,0.96,0,0.19356403902830335,NA,NA,NA
H4,full_robust,time_trend_sd,0.04444444444444444,25,0.84,0.0088918583438547,0.00964044883155555,0.01687523111696311,0.05244497884501999,0.0162865513758067,1.459627281740678,5.500127402323754,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,146.28,1010,1,0.96,0,0.19356403902830335,NA,NA,NA
H4,full_robust,treatment_effect_mean,-0.3333333333333333,25,0.44,0.03877962935113332,0.04444378438333329,0.04378931128329116,0.07516669888,0.02290871068762769,1.459627281740678,5.500127402323754,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,146.28,1010,1,0.96,0,0.19356403902830335,NA,NA,NA
H4,full_robust,treatment_effect_sd,0.06666666666666667,25,0.6,0.01971528855161133,0.01817351564933334,0.02902010522947971,0.06261757735,0.0192058717634681,1.459627281740678,5.500127402323754,0.08,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,146.28,1010,1,0.96,0,0.19356403902830335,NA,NA,NA
H4,naive,time_trend_mean,-0.08888888888888889,25,0.12,-0.0480617150903711,-0.0483049702321111,0.05159214344239381,0.052445817334,0.01615949876332297,1.5066514392220598,3.689984343822034,0.12,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,86.08,461,1,0.96,40,0.21917740320744353,NA,NA,NA
H4,naive,time_trend_sd,0.04444444444444444,25,0.88,0.0038621852288132,0.00537092575945555,0.01443793086032614,0.05306460507689999,0.0163406511222729,1.5066514392220598,3.689984343822034,0.12,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,86.08,461,1,0.96,40,0.21917740320744353,NA,NA,NA
H4,naive,treatment_effect_mean,-0.3333333333333333,25,0.68,-0.02366683708226668,-0.02177782027166669,0.02922647293100653,0.06144640684,0.01893113916520191,1.5066514392220598,3.689984343822034,0.12,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,86.08,461,1,0.96,40,0.21917740320744353,NA,NA,NA
H4,naive,treatment_effect_sd,0.06666666666666667,25,0.28,0.02952586229987333,0.02967217047533334,0.03301356577326428,0.048404380546,0.01512438820209481,1.5066514392220598,3.689984343822034,0.12,2026-07-15T18:15:30Z,2026-07-15T18:17:35Z,86.08,461,1,0.96,40,0.21917740320744353,NA,NA,NA
A1,default,time_trend_mean,-0.08998628257887518,3,1,5.374837237518323e-5,0.00262368751437518,0.00929337909612243,0.03677800185,0.01125090937838282,1.0054683430458606,550.4521084256679,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6818913332532732,NA,NA,NA
A1,default,time_trend_sd,0.04552861460391549,3,1,-0.00250332222074883,-0.00324048277891549,0.00680310106082512,0.03182190781666666,0.00980132521202493,1.0054683430458606,550.4521084256679,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6818913332532732,NA,NA,NA
A1,default,treatment_effect_mean,-0.3374485596707819,3,1,0.02378220504911525,0.02952455349578192,0.02725762321400157,0.07524029416666665,0.02304827186011675,1.0054683430458606,550.4521084256679,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6818913332532732,NA,NA,NA
A1,default,treatment_effect_sd,0.07626392697027408,3,1,0.01666072543122592,0.01539438166622592,0.0168381563369866,0.05949930175,0.01864611032274646,1.0054683430458606,550.4521084256679,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6818913332532732,NA,NA,NA
A10,default,baseline_control_mean,0.45,3,1,0.00128895235833331,0.00213727162499999,0.00653076445126106,0.04129923816666672,0.0127444195071272,1.003327838707994,460.5750777847743,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.719801911881058,NA,NA,NA
A10,default,time_trend_mean,-0.04,3,0.6666666666666666,-0.00729064666616666,-0.002091727894,0.01176586017932832,0.02577728448333333,0.00783982531556402,1.003327838707994,460.5750777847743,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.719801911881058,NA,NA,NA
A10,default,time_trend_sd,0.02,3,1,0.00560382258658333,0.0065576073877,0.00614332619186115,0.02433002999999999,0.00744016875374932,1.003327838707994,460.5750777847743,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.719801911881058,NA,NA,NA
A10,default,treatment_effect_mean,-0.15,3,1,0.00204283329499999,0.00801282175999998,0.00920248343593412,0.02752096033333332,0.00840781737814509,1.003327838707994,460.5750777847743,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.719801911881058,NA,NA,NA
A10,default,treatment_effect_sd,0.03,3,0.6666666666666666,0.00281805173983333,-0.0011517120709,0.00766077928721759,0.02495668633333333,0.00754645387630517,1.003327838707994,460.5750777847743,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.719801911881058,NA,NA,NA
A11,default,time_trend_mean,-0.08998628257887518,3,0.6666666666666666,7.948763590918487e-4,-0.00863215425262481,0.01514662450511449,0.03946007826666666,0.0121086539554052,1.0069532542086612,422.48240853471503,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7526019782083201,NA,NA,NA
A11,default,time_trend_sd,0.04552861460391549,3,1,0.00269381056791783,0.0014778196305845,0.00373615650280383,0.03437045558333333,0.01052488241844255,1.0069532542086612,422.48240853471503,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7526019782083201,NA,NA,NA
A11,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.00105106374255142,-0.0015861388992181,0.00369628307425655,0.07547974833333333,0.02302521838370399,1.0069532542086612,422.48240853471503,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7526019782083201,NA,NA,NA
A11,default,treatment_effect_sd,0.07626392697027408,3,1,0.01664603545472592,0.01578479553572592,0.01794985730071458,0.06023317663333332,0.01885571635122527,1.0069532542086612,422.48240853471503,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7526019782083201,NA,NA,NA
A12,individual,time_trend_mean,-0.08998628257887518,3,1,-0.00979403017545814,-0.00709207167062481,0.01200181771129113,0.03681980558333333,0.01125316354597288,1.0050217123233505,492.35681241296766,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5923629819789707,NA,NA,NA
A12,individual,time_trend_sd,0.04552861460391549,3,0.3333333333333333,-0.00206517374541049,-0.00999545923721549,0.02077619320266436,0.03431219561666666,0.01054384485205828,1.0050217123233505,492.35681241296766,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5923629819789707,NA,NA,NA
A12,individual,treatment_effect_mean,-0.3374485596707819,3,0.6666666666666666,-0.01413406056921808,-0.00186310275921808,0.02985885105169541,0.06466737699999998,0.01978356197361455,1.0050217123233505,492.35681241296766,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5923629819789707,NA,NA,NA
A12,individual,treatment_effect_sd,0.07626392697027408,3,1,0.00268748364889258,-0.00158564553427408,0.00742377099641466,0.05347829791666667,0.01678672989024026,1.0050217123233505,492.35681241296766,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5923629819789707,NA,NA,NA
A12,summary,time_trend_mean,-0.08998628257887518,3,1,-0.01023423683112481,-0.00710300918312481,0.01271541888093541,0.03814704138333333,0.01164704250504596,1.0037049318889355,521.383046724182,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6138936735765566,NA,NA,NA
A12,summary,time_trend_sd,0.04552861460391549,3,0.3333333333333333,-0.00194380327295716,-0.00898924059491549,0.02039268188792785,0.034500510165,0.01068709235407112,1.0037049318889355,521.383046724182,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6138936735765566,NA,NA,NA
A12,summary,treatment_effect_mean,-0.3374485596707819,3,0.6666666666666666,-0.01374039778755142,-0.00113339926921807,0.02892916050287981,0.06342343483333336,0.01943523353876816,1.0037049318889355,521.383046724182,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6138936735765566,NA,NA,NA
A12,summary,treatment_effect_sd,0.07626392697027408,3,1,0.00270608626322591,-0.00142456627077408,0.00682007240049045,0.05327278443333333,0.01664900160166511,1.0037049318889355,521.383046724182,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6138936735765566,NA,NA,NA
A13,hierarchical_rho,time_trend_mean,-0.08998628257887518,3,0.3333333333333333,-0.00415173410195815,-0.01580015202762481,0.02415594462995344,0.04502158556666667,0.01391465326427954,1.0113637560679762,514.8141185354507,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5889800195724013,NA,NA,NA
A13,hierarchical_rho,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.01135931430591783,0.0077188634555845,0.01418090643212939,0.03693120374999999,0.01154043658438414,1.0113637560679762,514.8141185354507,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5889800195724013,NA,NA,NA
A13,hierarchical_rho,treatment_effect_mean,-0.3374485596707819,3,1,0.01865682404744858,0.02078654167078192,0.02120880817371106,0.05608873816666667,0.01696782874681866,1.0113637560679762,514.8141185354507,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5889800195724013,NA,NA,NA
A13,hierarchical_rho,treatment_effect_sd,0.07626392697027408,3,1,-0.01002365980127407,-0.00433529278927408,0.01435135134808835,0.04894610964999999,0.01519854688779761,1.0113637560679762,514.8141185354507,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5889800195724013,NA,NA,NA
A13,known_rho,time_trend_mean,-0.08998628257887518,3,0.6666666666666666,-8.043061107914801e-4,-0.0147311871871248,0.02153555582394083,0.04728693663333332,0.01430841954161444,1.3836591557144988,4.348054274809385,1,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,2000,2000,1,1,0,0.6809143567569629,NA,NA,NA
A13,known_rho,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.01250082094975117,0.0060046294010845,0.01696268299869173,0.03677786228333333,0.01127886040944328,1.3836591557144988,4.348054274809385,1,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,2000,2000,1,1,0,0.6809143567569629,NA,NA,NA
A13,known_rho,treatment_effect_mean,-0.3374485596707819,3,1,0.01826010410911523,0.01927623350078189,0.02047266581041806,0.06327428933333329,0.01839556423504941,1.3836591557144988,4.348054274809385,1,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,2000,2000,1,1,0,0.6809143567569629,NA,NA,NA
A13,known_rho,treatment_effect_sd,0.07626392697027408,3,0.6666666666666666,-0.00750626150044074,-0.00173654549777407,0.01382831139057342,0.04713262933333333,0.01446830807181803,1.3836591557144988,4.348054274809385,1,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,2000,2000,1,1,0,0.6809143567569629,NA,NA,NA
A14,default,time_trend_mean,-0.08998628257887518,3,0.6666666666666666,0.00948405757687518,0.01142835875787517,0.01627418072015088,0.03986777226666666,0.0122071187285487,1.0044419472001018,516.8988145436475,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6538571544014241,NA,NA,NA
A14,default,time_trend_sd,0.04552861460391549,3,1,0.0027900941701845,0.0017942729190845,0.00993968191108552,0.03433020828333333,0.01067736748233434,1.0044419472001018,516.8988145436475,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6538571544014241,NA,NA,NA
A14,default,treatment_effect_mean,0.3374485596707819,3,1,1.1110103421809366e-4,-9.094410107818862e-4,0.00171447931099739,0.07689268083333335,0.02347077361760695,1.0044419472001018,516.8988145436475,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6538571544014241,NA,NA,NA
A14,default,treatment_effect_sd,0.07626392697027408,3,0.6666666666666666,0.01976292892072592,0.01638092850122592,0.02149889101605623,0.06188887924999999,0.01924264150717733,1.0044419472001018,516.8988145436475,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6538571544014241,NA,NA,NA
A15,default,time_trend_mean,-0.08998628257887518,3,1,0.00837451745420852,0.00464432869737518,0.01047559928679953,0.04459188531666667,0.01344683632098301,1.0079389734869328,510.767096278193,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6949785938479743,NA,NA,NA
A15,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.00867429673891783,0.0019294047240845,0.01444105900310739,0.03692615083333333,0.0114400032020707,1.0079389734869328,510.767096278193,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6949785938479743,NA,NA,NA
A15,default,treatment_effect_mean,0,3,1,-0.0093949601522075,-0.0182042428926465,0.01585723992608816,0.06814049975,0.02093575529642997,1.0079389734869328,510.767096278193,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6949785938479743,NA,NA,NA
A15,default,treatment_effect_sd,0.06666666666666667,3,0.6666666666666666,0.0182328251445,0.01596273233983333,0.02059647331870859,0.05665548745,0.01743607211210401,1.0079389734869328,510.767096278193,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6949785938479743,NA,NA,NA
A16,default,time_trend_mean,0.08998628257887518,3,1,-0.00706133761037518,-0.00898677280587519,0.00775725960755534,0.04273137178333333,0.01309618850193135,1.0036603690030317,766.0114358687143,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6902054463692755,NA,NA,NA
A16,default,time_trend_sd,0.04552861460391549,3,1,0.00864966049791783,0.0093640328970845,0.00885804897524313,0.03508766514999999,0.01091777505885503,1.0036603690030317,766.0114358687143,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6902054463692755,NA,NA,NA
A16,default,treatment_effect_mean,-0.3374485596707819,3,1,0.00243293689911524,0.00880889566078191,0.01399216090033997,0.06339665133333333,0.01924257760517839,1.0036603690030317,766.0114358687143,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6902054463692755,NA,NA,NA
A16,default,treatment_effect_sd,0.07626392697027408,3,1,-0.00101043006477408,-0.00176899003927408,0.0017249675821576,0.05240182131666666,0.01631321827166458,1.0036603690030317,766.0114358687143,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6902054463692755,NA,NA,NA
A17,default,time_trend_mean,0.08998628257887518,3,0.6666666666666666,0.00941212947844148,0.00984803502362481,0.02164929437543527,0.05096905146666667,0.01551349939849398,1.006603089423826,392.22747107873374,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7232965027964994,NA,NA,NA
A17,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.00276000985010283,-0.00161412427496549,0.01860929035945133,0.04502623293833333,0.0137094842901612,1.006603089423826,392.22747107873374,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7232965027964994,NA,NA,NA
A17,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.00447097943088474,-0.01647535821921808,0.01811702913599781,0.06230800716666668,0.0189536349958494,1.006603089423826,392.22747107873374,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7232965027964994,NA,NA,NA
A17,default,treatment_effect_sd,0.07626392697027408,3,1,-0.00702406480307408,-0.00531408451777408,0.0139776118153073,0.04977030533333333,0.01507245160464507,1.006603089423826,392.22747107873374,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.7232965027964994,NA,NA,NA
A18,default,time_trend_mean,0.08998628257887518,3,0.6666666666666666,0.01435827047012481,0.0137405987586248,0.01555357176749015,0.04840087899999999,0.01464286576853144,1.0112448463403207,474.3481691562931,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6662545423402695,NA,NA,NA
A18,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.01641379291391783,0.0157121595225845,0.01738770798011269,0.04000486023333333,0.01247092370815796,1.0112448463403207,474.3481691562931,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6662545423402695,NA,NA,NA
A18,default,treatment_effect_mean,0.3374485596707819,3,1,0.00151736415588475,0.0018348625642181,0.01102213264696302,0.06844135083333334,0.0209907044725018,1.0112448463403207,474.3481691562931,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6662545423402695,NA,NA,NA
A18,default,treatment_effect_sd,0.07626392697027408,3,1,0.00946316062189259,0.00676223822672591,0.01409165619480503,0.05761521813333333,0.01796701220951847,1.0112448463403207,474.3481691562931,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6662545423402695,NA,NA,NA
A2,default,time_trend_mean,-0.08998628257887518,3,1,0.00148679016337518,0.00100858333837518,0.0048787820167761,0.02368082879999999,0.00728735678781975,1.0054089013809302,442.59158876328183,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6030577945194062,NA,NA,NA
A2,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.00625853751475116,0.0079883540930845,0.00750219122644726,0.01904183429999999,0.005777102927972,1.0054089013809302,442.59158876328183,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6030577945194062,NA,NA,NA
A2,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.00101383643755142,-0.00860177932921807,0.01103104013517471,0.03876765616666664,0.01184665861930177,1.0054089013809302,442.59158876328183,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6030577945194062,NA,NA,NA
A2,default,treatment_effect_sd,0.07626392697027408,3,0.6666666666666666,0.01011513294505925,0.00834790650572592,0.01502032278514887,0.03033031378333334,0.00932884991877776,1.0054089013809302,442.59158876328183,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6030577945194062,NA,NA,NA
A3,default,time_trend_mean,-0.08998628257887518,3,1,-0.00755568588911486,-0.02712290677364481,0.03359077778966479,0.22659828269999996,0.07249263637703109,1.269232498437552,5.974062869496899,0.3333333333333333,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,102,296,1,0.3333333333333333,0,0.7668084264800764,NA,NA,NA
A3,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.06935638441807951,0.06316486368308451,0.07023805222640006,0.24585089186666667,0.08454757216015281,1.269232498437552,5.974062869496899,0.3333333333333333,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,102,296,1,0.3333333333333333,0,0.7668084264800764,NA,NA,NA
A3,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.03752293556921807,-0.04779250399421808,0.05927110576777217,0.1333447323333333,0.04309970338833924,1.269232498437552,5.974062869496899,0.3333333333333333,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,102,296,1,0.3333333333333333,0,0.7668084264800764,NA,NA,NA
A3,default,treatment_effect_sd,0.07626392697027408,3,1,8.897073100232489e-4,-0.01965339790412858,0.04261489030322391,0.14560548579166663,0.05076430724920816,1.269232498437552,5.974062869496899,0.3333333333333333,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,102,296,1,0.3333333333333333,0,0.7668084264800764,NA,NA,NA
A4,default,time_trend_mean,-0.08998628257887518,3,1,0.00136869330237518,0.00188225540437518,0.00432405419900643,0.01934384576666666,0.00587822297566412,1.007465701829228,478.75400810772675,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6430418850508235,NA,NA,NA
A4,default,time_trend_sd,0.04552861460391549,3,0.3333333333333333,0.00737691466641783,0.0078054760035845,0.00741426352204421,0.01463035273333333,0.00452619483288176,1.007465701829228,478.75400810772675,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6430418850508235,NA,NA,NA
A4,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.00243753767255143,-0.00339863517421806,0.00505050889705116,0.02975129550000003,0.00916183131367525,1.007465701829228,478.75400810772675,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6430418850508235,NA,NA,NA
A4,default,treatment_effect_sd,0.07626392697027408,3,0.3333333333333333,0.00918327811005925,0.01251327985372592,0.01123556615063646,0.02333708168333334,0.00711151414388403,1.007465701829228,478.75400810772675,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.6430418850508235,NA,NA,NA
A5,default,time_trend_mean,-0.08998628257887518,3,1,-0.01268176059885814,-0.01185495346812481,0.01301992465185473,0.06639066698333333,0.02047923945596438,1.016155829846301,262.3998637129147,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.8058952089712923,NA,NA,NA
A5,default,time_trend_sd,0.04552861460391549,3,0.6666666666666666,0.02097420552725117,0.0221614739365845,0.02191266585092683,0.06658048785000001,0.0209415025509403,1.016155829846301,262.3998637129147,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.8058952089712923,NA,NA,NA
A5,default,treatment_effect_mean,-0.3374485596707819,3,1,-0.00245051850255142,-0.01340334894921807,0.01790130610847649,0.06795132899999995,0.02091947930230446,1.016155829846301,262.3998637129147,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.8058952089712923,NA,NA,NA
A5,default,treatment_effect_sd,0.07626392697027408,3,1,0.00569508218805925,0.00718915357672592,0.01584461058780984,0.0573051275,0.01768374238215887,1.016155829846301,262.3998637129147,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.8058952089712923,NA,NA,NA
A6,default,time_trend_mean,-0.22496570644718797,3,1,-0.00245832435114536,0.00244015071218797,0.00791560995637397,0.07136322033333334,0.02142713833568696,1.0115189245538982,143.86247137734827,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,14.333333333333334,43,0.3333333333333333,0.3333333333333333,0,0.7317499463994248,NA,NA,NA
A6,default,time_trend_sd,0.0332188248075894,3,0.6666666666666666,0.01161618714325357,0.00591350656987059,0.02479822998665257,0.06716440924,0.02073048479315127,1.0115189245538982,143.86247137734827,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,14.333333333333334,43,0.3333333333333333,0.3333333333333333,0,0.7317499463994248,NA,NA,NA
A6,default,treatment_effect_mean,-0.3374485596707819,3,1,0.00997884481744857,0.01012242997078188,0.01238721959117048,0.08526418483333333,0.02624894800514527,1.0115189245538982,143.86247137734827,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,14.333333333333334,43,0.3333333333333333,0.3333333333333333,0,0.7317499463994248,NA,NA,NA
A6,default,treatment_effect_sd,0.07626392697027408,3,1,0.01130115330755925,0.00605960677672591,0.01491912188890634,0.06499678898333333,0.01981172965715828,1.0115189245538982,143.86247137734827,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,14.333333333333334,43,0.3333333333333333,0.3333333333333333,0,0.7317499463994248,NA,NA,NA
A7,default,beta_cov[dose],-0.08998628257887518,3,0.6666666666666666,-0.01810496164912481,-0.01268989272212481,0.02696614835467188,0.06972755165,0.02133673297171099,1.0102851751262036,418.49457775843155,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5812675388514277,NA,NA,NA
A7,default,time_trend_mean,-0.08998628257887518,3,1,0.00467625182970851,0.00858227320887518,0.00855640432454923,0.03450791811666667,0.01047325073300895,1.0102851751262036,418.49457775843155,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5812675388514277,NA,NA,NA
A7,default,time_trend_sd,0.04552861460391549,3,1,0.00521868672041783,0.0073805933785845,0.00642930329181882,0.02798445663333333,0.0086405164644022,1.0102851751262036,418.49457775843155,0,2026-07-17T14:18:18Z,2026-07-17T14:20:10Z,0,0,0,0,0,0.5812675388514277,NA,NA,NA
