scenario_id,model_label,parameter,true_value,n_reps,empirical_coverage,mean_bias,median_bias,rmse,mean_ci_width,mean_posterior_sd,max_rhat_worst,min_ess_worst,pct_rhat_bad
A3,default,time_trend_sd,0.044444444444444446,25,0.88,0.025618151702725113,0.02512863297750805,0.03974551871451596,0.13920557665275993,0.0470582939418472,1.2712507471402439,10.998062362636214,0.08
A3,default,treatment_effect_mean,-0.3333333333333333,25,0.88,-0.007824355813207286,-0.00923439871334919,0.0427446494602169,0.18181216693319996,0.05806863548982692,1.2712507471402439,10.998062362636214,0.08
A3,default,treatment_effect_sd,0.06666666666666667,25,0.8,0.041207254676001295,0.03565207670536083,0.0630148228538077,0.2174774760847999,0.07370281122617398,1.2712507471402439,10.998062362636214,0.08
A4,default,time_trend_mean,-0.08888888888888889,25,0.96,-0.0013217561681411066,-0.0011321589463611087,0.0032842853102243896,0.012513025599999998,0.003809750225686667,1.0050640096288688,763.1937608096872,0
A4,default,time_trend_sd,0.044444444444444446,25,0.64,0.004187344973115553,0.004095671294555556,0.004663093757301367,0.009819750231999998,0.003000341401684815,1.0050640096288688,763.1937608096872,0
A4,default,treatment_effect_mean,-0.3333333333333333,25,0.8,-0.0027670591355666895,-0.002471078239166702,0.0074227327917405035,0.020106349439999994,0.006133362612849886,1.0050640096288688,763.1937608096872,0
A4,default,treatment_effect_sd,0.06666666666666667,25,0.28,0.012410374764723335,0.012758291789833329,0.0141031256464127,0.015516035177999996,0.004738452804191528,1.0050640096288688,763.1937608096872,0
A5,default,time_trend_mean,-0.08888888888888889,25,0.96,-0.005618981082270908,-0.009282856907361109,0.015920271824303445,0.06273028285999999,0.019217933945958117,1.016019505381652,547.486145837178,0
A5,default,time_trend_sd,0.044444444444444446,25,0.72,0.014769149907277464,0.013419236449305552,0.021859129131280578,0.05638338640219998,0.01754834503242779,1.016019505381652,547.486145837178,0
A5,default,treatment_effect_mean,-0.3333333333333333,25,0.84,-0.006165669067866684,-0.008324271299166686,0.0217576235397262,0.06897822036000001,0.02102519283884769,1.016019505381652,547.486145837178,0
A5,default,treatment_effect_sd,0.06666666666666667,25,0.64,0.017675689860113336,0.01695340665258334,0.02427594639944264,0.05386013935799999,0.016580487550375497,1.016019505381652,547.486145837178,0
A6,default,time_trend_mean,-0.22222222222222224,25,1,-0.00640886586512776,-0.002418277225277765,0.015052445953701254,0.07424145765999998,0.022705396529407725,1.0602645741168273,44.122654387215285,0.08
A6,default,time_trend_sd,0.022222222222222223,25,0.64,0.025114561476919862,0.025724541873878026,0.03178610432726696,0.06961537169931997,0.021815883508563175,1.0602645741168273,44.122654387215285,0.08
A6,default,treatment_effect_mean,-0.3333333333333333,25,0.96,-1.0623369876668676e-4,0.0011494082608333178,0.022632874097446253,0.08549691123999999,0.02610543715159382,1.0602645741168273,44.122654387215285,0.08
A6,default,treatment_effect_sd,0.06666666666666667,25,0.8,0.011527439086053484,0.009561825150803338,0.022082284938078522,0.0696375677302,0.021396474168284087,1.0602645741168273,44.122654387215285,0.08
A7,default,beta_cov[dose],-0.08888888888888889,25,0.8,0.004404104447831263,0.00554405186756389,0.02355510616965684,0.07212699458799998,0.02201759395525835,1.006164663223781,626.3279676485892,0
A7,default,time_trend_mean,-0.08888888888888889,25,1,8.569549833988926e-4,0.003919448142388898,0.00735138820184313,0.03262225737399999,0.00998851030487513,1.006164663223781,626.3279676485892,0
A7,default,time_trend_sd,0.044444444444444446,25,0.76,0.003626276461345554,0.006546938350555552,0.01057008565357809,0.027342529177999994,0.008406367489976429,1.006164663223781,626.3279676485892,0
A7,default,treatment_effect_mean,-0.5555555555555556,25,0.84,-0.013154080095244422,-0.013111903484444465,0.022917036316631865,0.06519761448,0.01989026653494112,1.006164663223781,626.3279676485892,0
A7,default,treatment_effect_sd,0.06666666666666667,25,0.16,0.03509511243141333,0.03528713652358334,0.03862488819477958,0.052495770977999984,0.016210589885912,1.006164663223781,626.3279676485892,0
A8,default,time_trend_mean,-0.08888888888888889,25,0.84,-3.1691610519110733e-4,0.0015325878808888915,0.010380989882547903,0.03151092978799999,0.009607754213684547,1.0061631342637327,1066.8178983504913,0
A8,default,time_trend_sd,0.044444444444444446,25,0.84,0.002283723004545554,9.064052800555542e-4,0.008036674888842282,0.025777215045999995,0.007917346220581423,1.0061631342637327,1066.8178983504913,0
A8,default,treatment_effect_mean,-0.3333333333333333,25,0.88,-0.0025170189532666876,-0.003990737641666686,0.014655302607798836,0.048300834720000005,0.014726435065047266,1.0061631342637327,1066.8178983504913,0
A8,default,treatment_effect_sd,0.06666666666666667,25,0.92,0.004765464786853334,0.004301858705333339,0.014514105466759745,0.03887987474399999,0.011946308291147578,1.0061631342637327,1066.8178983504913,0
A9,default,baseline_control_mean,0.45,25,0.92,-0.0036290737854408174,0.0012421496974999724,0.026973763249768773,0.05523682151232,0.018862774384979873,1.5509226490196304,7.05533357215689,0.04
A9,default,time_trend_mean,-0.04,25,0.96,0.003138770558692001,0.0017904683944999986,0.011993053061240221,0.026175306881999996,0.009011769238606646,1.5509226490196304,7.05533357215689,0.04
A9,default,time_trend_sd,0.02,25,0.92,6.670019529143997e-4,0.001242311980425001,0.004268745900320387,0.015457248143399995,0.0048205609078484715,1.5509226490196304,7.05533357215689,0.04
A9,default,treatment_effect_mean,-0.15,25,1,-8.064938332700066e-4,7.302090549999862e-4,0.011544984521959673,0.03462852697999999,0.011479349835634632,1.5509226490196304,7.05533357215689,0.04
A9,default,treatment_effect_sd,0.03,25,0.88,0.0015051156552530014,5.372344697500003e-4,0.006621781638207945,0.022521760927999998,0.007041776450653381,1.5509226490196304,7.05533357215689,0.04
F1,default,time_trend_mean,-0.08888888888888889,25,0.96,-0.0013481336137411081,-0.0016043518946111113,0.00517428010262597,0.019822023171999995,0.006042358546152315,1.0053800275373457,889.3474641266397,0
F1,default,time_trend_sd,0.044444444444444446,25,0.8,0.0033447149212155534,0.0035699398230555554,0.006346739449886665,0.016527287287999997,0.005056911928273135,1.0053800275373457,889.3474641266397,0
