scenario_id,model_label,parameter,true_value,n_reps,empirical_coverage,mean_bias,median_bias,rmse,mean_ci_width,mean_posterior_sd,se_bias,se_ci_width,se_posterior_sd,max_rhat_worst,min_ess_worst,pct_rhat_bad,mean_n_divergent,max_n_divergent,pct_reps_with_divergence,pct_reps_many_divergence,mean_n_max_treedepth,min_ebfmi_worst
A10,default,treatment_effect_sd,0.03,25,0.88,-8.488014847619388e-4,0.001185590326950002,0.006959349059859425,0.0202859109826,0.0062155451655896065,0.0014099656523067058,4.98853219561399e-4,1.5030469284714023e-4,1.0137445849557327,170.08645175960672,0,0,0,0,0,0,0.6701566286956134
A11,default,baseline_difference_sd,0,15,0,0.02392651466139893,0.0244573610592,0.025218421368698986,0.03018503810933333,0.00924229402174004,0.0021295652220098766,9.359038641139777e-4,2.3795636055103905e-4,1.0070697343974522,346.64415571873457,0,0,0,0,0,0,0.7155436097737641
A11,default,time_trend_mean,-0.08998628257887518,15,0.8666666666666667,0.0011502566654085194,0.0011212025938751868,0.009834230240346598,0.038021207636666665,0.011653498443961645,0.002610268103687966,0.0016018968146019141,5.019829212697043e-4,1.0070697343974522,346.64415571873457,0,0,0,0,0,0,0.7155436097737641
A11,default,time_trend_sd,0.045528614603915496,15,0.9333333333333333,-3.3927281221216347e-4,-0.0015704120194154972,0.009276376716699638,0.03270921017333333,0.010180114708250336,0.0024775572495766987,0.0010409546038976935,3.215400965303187e-4,1.0070697343974522,346.64415571873457,0,0,0,0,0,0,0.7155436097737641
A11,default,treatment_effect_mean,-0.3374485596707819,15,0.8,0.007224295096115241,0.006348804810781927,0.016642820824013985,0.06336108533333332,0.01940471650630489,0.004007074505925015,0.003625717231568137,0.0010980602340087831,1.0070697343974522,346.64415571873457,0,0,0,0,0,0,0.7155436097737641
A11,default,treatment_effect_sd,0.07626392697027408,15,0.7333333333333333,0.0019432467976925858,0.004096316928725918,0.02135489752821124,0.053012012649999996,0.016493466963686813,0.005683657275304218,0.0029064709147665567,8.952359254671845e-4,1.0070697343974522,346.64415571873457,0,0,0,0,0,0,0.7155436097737641
A12,individual,baseline_difference_sd,0,15,0,0.026130521121066043,0.0240377041533675,0.027880802049908053,0.030506831385699998,0.009306692202360656,0.002598557139310727,7.166045492624208e-4,1.9886673255216453e-4,1.0093348306187169,572.6145290546087,0,0,0,0,0,0,0.5913615651952547
A12,individual,time_trend_mean,-0.08998628257887518,15,0.8,0.0011236534355085176,-0.0011257200606248213,0.011687568292331927,0.036271757136666666,0.011146572811524338,0.0031091645127727125,0.0015673832160063793,4.8082706249010204e-4,1.0093348306187169,572.6145290546087,0,0,0,0,0,0,0.5913615651952547
A12,individual,time_trend_sd,0.045528614603915496,15,1,-0.002582135249092163,-0.005657607720915496,0.009173351541155794,0.032054877509999996,0.00993345866362729,0.002352551138855451,9.89300166946333e-4,3.1299677651463667e-4,1.0093348306187169,572.6145290546087,0,0,0,0,0,0,0.5913615651952547
A12,individual,treatment_effect_mean,-0.3374485596707819,15,0.8,0.0026527636844485745,0.004600052210781913,0.025049767690049657,0.06265762116666665,0.019177431663952662,0.0066571857318664445,0.002627467825287823,7.423408609589728e-4,1.0093348306187169,572.6145290546087,0,0,0,0,0,0,0.5913615651952547
A12,individual,treatment_effect_sd,0.07626392697027408,15,0.9333333333333333,4.893256112592087e-5,5.0340905322592e-4,0.01399357729162722,0.05194991075666666,0.016175391522406803,0.003739917980586574,0.0016141060629667088,5.223958979300972e-4,1.0093348306187169,572.6145290546087,0,0,0,0,0,0,0.5913615651952547
A12,summary,baseline_difference_sd,0,15,0,0.02589686891630774,0.024560067074515,0.02763700935408976,0.030518527411633332,0.009335157138435841,0.0025795412987807786,7.028697857374802e-4,1.990431598418589e-4,1.0071988620112715,460.8267747757175,0,0,0,0,0,0,0.5966910956003911
A12,summary,time_trend_mean,-0.08998628257887518,15,0.8666666666666667,0.0011436132045085192,-9.6098249912481e-4,0.011658997762686071,0.036649223396666666,0.011198910786085424,0.00310097194059255,0.0016458733700720131,5.040014037450802e-4,1.0071988620112715,460.8267747757175,0,0,0,0,0,0,0.5966910956003911
A12,summary,time_trend_sd,0.045528614603915496,15,1,-0.0026532095690821626,-0.004927924127415495,0.009200560626215775,0.03132816873333333,0.009668189098201994,0.0023544910705652787,0.0010696203949807927,3.334588717316222e-4,1.0071988620112715,460.8267747757175,0,0,0,0,0,0,0.5966910956003911
A12,summary,treatment_effect_mean,-0.3374485596707819,15,0.8,0.0028252374394485765,0.0026716494907819133,0.025038506002933968,0.06240700373333333,0.019101964957818556,0.006649085953667929,0.002666094829728541,8.331358392503415e-4,1.0071988620112715,460.8267747757175,0,0,0,0,0,0,0.5966910956003911
A12,summary,treatment_effect_sd,0.07626392697027408,15,0.9333333333333333,-2.000688123740796e-4,-1.3949757727407808e-4,0.013705079024332148,0.051834621426666665,0.016124918932997112,0.0036624461335239577,0.001637112252348343,5.269532610863107e-4,1.0071988620112715,460.8267747757175,0,0,0,0,0,0,0.5966910956003911
A13,hierarchical_rho,baseline_difference_sd,0,25,0,0.024871983308660903,0.02676166558702,0.026005387475372416,0.0299893136414,0.009175416353896522,0.0015500621498017162,3.76235176843052e-4,1.1282026590380384e-4,1.015881261397147,364.08079864680104,0,0,0,0,0,0,0.5854668154463809
A13,hierarchical_rho,time_trend_mean,-0.08998628257887518,25,0.8,-0.006173620108244816,-0.004158178786624819,0.013637265534990797,0.038980160348,0.011945421845189905,0.0024821145725547125,0.0012528093443756672,3.769633250576503e-4,1.015881261397147,364.08079864680104,0,0,0,0,0,0,0.5854668154463809
A13,hierarchical_rho,time_trend_sd,0.045528614603915496,25,0.88,9.814154749763035e-4,5.903782015845016e-4,0.009498700002692609,0.033869502297999995,0.010527849962153064,0.001928537068680878,8.330103681764877e-4,2.571326522329615e-4,1.015881261397147,364.08079864680104,0,0,0,0,0,0,0.5854668154463809
A13,hierarchical_rho,treatment_effect_mean,-0.3374485596707819,25,0.8,0.010222030572181908,0.010359444185781885,0.019152903781264885,0.07060271652,0.02166381154750864,0.003306205114602498,0.0028043260373256376,8.62581354855301e-4,1.015881261397147,364.08079864680104,0,0,0,0,0,0,0.5854668154463809
A13,hierarchical_rho,treatment_effect_sd,0.07626392697027408,25,0.76,0.01312355986980592,0.013751238372225916,0.023794392559415973,0.058170291988,0.018146139057905356,0.004051467293952535,0.0019610154325335923,6.120559993167427e-4,1.015881261397147,364.08079864680104,0,0,0,0,0,0,0.5854668154463809
A13,known_rho,baseline_difference_sd,0,25,0,0.024743213613550096,0.02671124774435,0.025887124102839346,0.029931949231799995,0.009191987577715407,0.0015534447526657637,4.6180153350379655e-4,1.2345769639844924e-4,1.007858642941962,291.53454907817394,0,0,0,0,0,0,0.5392107277348732
A13,known_rho,time_trend_mean,-0.08998628257887518,25,0.8,-0.006064895095464816,-0.002579419901624816,0.013679727958497196,0.039107467356,0.011931387248198982,0.0025029316519125516,0.0012673987383761476,3.8550085042413903e-4,1.007858642941962,291.53454907817394,0,0,0,0,0,0,0.5392107277348732
A13,known_rho,time_trend_sd,0.045528614603915496,25,0.88,0.0011549893701605037,7.777543655845057e-4,0.009530010201765844,0.033674960066,0.010494508289320711,0.001930965798943814,7.268854648625015e-4,2.380529486725982e-4,1.007858642941962,291.53454907817394,0,0,0,0,0,0,0.5392107277348732
A13,known_rho,treatment_effect_mean,-0.3374485596707819,25,0.84,0.010966223455981914,0.01099734912578193,0.019264225567383914,0.07165053614000001,0.02192027245628183,0.0032329832058572475,0.00295907639932859,8.842764037785821e-4,1.007858642941962,291.53454907817394,0,0,0,0,0,0,0.5392107277348732
A13,known_rho,treatment_effect_sd,0.07626392697027408,25,0.76,0.013091013290805921,0.013699300944225917,0.023850406192345793,0.058756551175999996,0.018227472908451104,0.004069537476584559,0.001977009792813736,6.149306034745077e-4,1.007858642941962,291.53454907817394,0,0,0,0,0,0,0.5392107277348732
A14,default,baseline_difference_sd,0,25,0,0.026655039966744162,0.02655351734182,0.028133630535120323,0.0308503527912,0.009449784031696275,0.0018372308358179286,4.8332532242417633e-4,1.420375456483985e-4,1.0098156268351324,398.8213360278476,0,0,0,0,0,0,0.5891272137231023
A14,default,time_trend_mean,-0.08998628257887518,25,0.92,-9.311809671968163e-4,0.002878619653875189,0.011111128873161737,0.041428834712,0.012707306091622845,0.002260070858424012,0.0016935142293956873,5.191980490809442e-4,1.0098156268351324,398.8213360278476,0,0,0,0,0,0,0.5891272137231023
A14,default,time_trend_sd,0.045528614603915496,25,0.8,0.004867559917714505,0.005363990016584504,0.013517171747188906,0.03557132274199999,0.011014954799617997,0.0025740758251786627,0.0011666761951135186,3.6081906953408125e-4,1.0098156268351324,398.8213360278476,0,0,0,0,0,0,0.5891272137231023
A14,default,treatment_effect_mean,0.3374485596707819,25,0.92,-0.003655551448781904,-0.008513445925781904,0.020806772794988236,0.06347617570000001,0.019488122461290166,0.004181102016552031,0.002437002120860145,7.521892760657419e-4,1.0098156268351324,398.8213360278476,0,0,0,0,0,0,0.5891272137231023
A14,default,treatment_effect_sd,0.07626392697027408,25,0.88,0.0013463678300859204,-0.004810250974774083,0.016760449766649598,0.05303159619199999,0.01645099293661315,0.003410156216158423,0.0015802602937762596,4.941675219389093e-4,1.0098156268351324,398.8213360278476,0,0,0,0,0,0,0.5891272137231023
A15,default,baseline_difference_sd,0,25,0,0.022960203362390384,0.023269101552659,0.024487548435170595,0.029312652221099997,0.009016786536318915,0.001737683922190003,8.395078149881014e-4,2.4797222496072697e-4,1.0068218556353143,392.82446157145154,0,0,0,0,0,0,0.5900963383329885
A15,default,time_trend_mean,-0.08998628257887518,25,0.84,-0.0019804899881448166,-0.0012752228241248165,0.01160619678647031,0.040593337163999994,0.012467571972122496,0.002334358077833639,0.0016527316924268274,5.156117755436161e-4,1.0068218556353143,392.82446157145154,0,0,0,0,0,0,0.5900963383329885
