scenario_id,category,description,model_label,dgp_type,dgp_n_did,dgp_n_rct,dgp_n_pp,dgp_true_effect,dgp_sigma_effect,dgp_true_trend,dgp_sigma_trend,dgp_baseline_mean,dgp_baseline_sd,dgp_within_sd,dgp_rho,dgp_rho_effect_trend,dgp_n_control,dgp_n_treatment,dgp_covariates,dgp_beta_cov,dgp_did_gamma_mean,dgp_did_gamma_sd,dgp_did_gamma_sign_flip,dgp_rct_gamma_mean,dgp_rct_gamma_sd,dgp_rct_gamma_sign_flip,dgp_pp_gamma_mean,dgp_pp_gamma_sd,dgp_n_randomised_did,dgp_n_randomised_rct,dgp_kappa_true,dgp_mislabel_rate,dgp_cluster_size,dgp_icc,dgp_randomisation_label_override,fit_fn,fit_normalise,fit_robust_heterogeneity,fit_design_effects,fit_correlated_effects,fit_hierarchical_rho,fit_time_trend,fit_baseline_imbalance,fit_mu_gamma,fit_kappa,fit_allow_unidentified_kappa,fit_cluster_deff_default,fit_pp_likelihood,fit_covariates,fit_multiplicative_covariate,fit_provide_rho,fit_data_format,fit_label,dgp_bespoke_fn,dgp_delta_rct,dgp_delta_pp,dgp_did_trend,dgp_pp_trend,dgp_n_outlier,dgp_outlier_shift,dgp_effect_df,dgp_within_df,dgp_outlier_direction,dgp_n_outlier_pp,dgp_trend_df,dgp_within_sd_shape,dgp_within_sd_rate,dgp_rho_alpha,dgp_rho_beta,dgp_size_effect_slope,dgp_rho_values,fit_priors,dgp_lognormal_sigma,dgp_trend_low,dgp_trend_high,dgp_mix_prob,dgp_sigma_within,dgp_trend_size_slope,dgp_n_small_min,dgp_n_small_max,dgp_n_large_min,dgp_n_large_max,dgp_level_assignments,dgp_level_multipliers,dgp_level2_assignments,dgp_level2_multipliers
E4,E,"Unbalanced arms: n_treatment = 200, n_control = 30",robust,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,30,200,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E5,E,Single study per design: 1 DiD + 1 RCT + 1 PP,default,metadid,1,1,1,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E5,E,Single study per design: 1 DiD + 1 RCT + 1 PP,naive,metadid,1,1,1,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E5,E,Single study per design: 1 DiD + 1 RCT + 1 PP,robust,metadid,1,1,1,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E6,E,Partial rho: hierarchical_rho imputes the missing half from the reported half,default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,0.5,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E6,E,Partial rho: hierarchical_rho imputes the missing half from the reported half,naive,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E6,E,Partial rho: hierarchical_rho imputes the missing half from the reported half,robust,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,0.5,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A14,A,"Positive effect: true_effect = +0.15, trend = -0.04",default,metadid,20,0,0,0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A14,A,"Positive effect: true_effect = +0.15, trend = -0.04",naive,metadid,20,0,0,0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A14,A,"Positive effect: true_effect = +0.15, trend = -0.04",robust,metadid,20,0,0,0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A15,A,"Null effect: true_effect = 0, trend = -0.04",default,metadid,20,0,0,0,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A15,A,"Null effect: true_effect = 0, trend = -0.04",naive,metadid,20,0,0,0,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A15,A,"Null effect: true_effect = 0, trend = -0.04",robust,metadid,20,0,0,0,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A16,A,"Positive trend: true_effect = -0.15, trend = +0.04",default,metadid,20,0,0,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A16,A,"Positive trend: true_effect = -0.15, trend = +0.04",naive,metadid,20,0,0,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A16,A,"Positive trend: true_effect = -0.15, trend = +0.04",robust,metadid,20,0,0,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A17,A,"Sign mismatch: negative effect (-0.15) with positive trend (+0.04), PP-heavy",default,metadid,10,0,20,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A17,A,"Sign mismatch: negative effect (-0.15) with positive trend (+0.04), PP-heavy",naive,metadid,10,0,20,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A17,A,"Sign mismatch: negative effect (-0.15) with positive trend (+0.04), PP-heavy",robust,metadid,10,0,20,-0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A18,A,"Both positive: true_effect = +0.15, trend = +0.04",default,metadid,20,0,0,0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A18,A,"Both positive: true_effect = +0.15, trend = +0.04",naive,metadid,20,0,0,0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A18,A,"Both positive: true_effect = +0.15, trend = +0.04",robust,metadid,20,0,0,0.15,0.03,0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,TRUE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1,G,"Prior sensitivity: effect/trend prior sd = 1 (unnormalised, 20 DiD)",default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,FALSE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"structure(list(treatment_effect_mean = structure(list(dist = ""normal"",      mean = 0, sd = 1), class = ""did_prior""), treatment_effect_sd = structure(list(     dist = ""cauchy"", scale = 5), class = ""did_prior""), time_trend_mean = structure(list(     dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      time_trend_sd = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      rho_mean = structure(list(dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      rho_sd = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      nu = structure(list(dist = ""gamma"", shape = 2, rate = 0.1), class = ""did_prior""),      delta_rct = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      delta_pp = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      sigma = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      beta_cov = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      lkj_eta = structure(list(dist = ""lkj"", eta = 2), class = ""did_prior""),      baseline_difference_mean = structure(list(dist = ""normal"",          mean = 0, sd = 0.05), class = ""did_prior""), baseline_difference_sd = structure(list(         dist = ""cauchy"", scale = 0.1), class = ""did_prior""),      kappa = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      multiplier = structure(list(dist = ""lognormal"", meanlog = 0,          sdlog = 0.7), class = ""did_prior"")), class = ""did_priors"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2,G,"Prior sensitivity: effect/trend prior sd = 5 (unnormalised, 20 DiD)",default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,FALSE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"structure(list(treatment_effect_mean = structure(list(dist = ""normal"",      mean = 0, sd = 5), class = ""did_prior""), treatment_effect_sd = structure(list(     dist = ""cauchy"", scale = 5), class = ""did_prior""), time_trend_mean = structure(list(     dist = ""normal"", mean = 0, sd = 5), class = ""did_prior""),      time_trend_sd = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      rho_mean = structure(list(dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      rho_sd = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      nu = structure(list(dist = ""gamma"", shape = 2, rate = 0.1), class = ""did_prior""),      delta_rct = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      delta_pp = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      sigma = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      beta_cov = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      lkj_eta = structure(list(dist = ""lkj"", eta = 2), class = ""did_prior""),      baseline_difference_mean = structure(list(dist = ""normal"",          mean = 0, sd = 0.05), class = ""did_prior""), baseline_difference_sd = structure(list(         dist = ""cauchy"", scale = 0.1), class = ""did_prior""),      kappa = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      multiplier = structure(list(dist = ""lognormal"", meanlog = 0,          sdlog = 0.7), class = ""did_prior"")), class = ""did_priors"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3,G,"Prior sensitivity: effect/trend prior sd = 10 (default, unnormalised, 20 DiD)",default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,FALSE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"structure(list(treatment_effect_mean = structure(list(dist = ""normal"",      mean = 0, sd = 10), class = ""did_prior""), treatment_effect_sd = structure(list(     dist = ""cauchy"", scale = 5), class = ""did_prior""), time_trend_mean = structure(list(     dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      time_trend_sd = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      rho_mean = structure(list(dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      rho_sd = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      nu = structure(list(dist = ""gamma"", shape = 2, rate = 0.1), class = ""did_prior""),      delta_rct = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      delta_pp = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      sigma = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      beta_cov = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      lkj_eta = structure(list(dist = ""lkj"", eta = 2), class = ""did_prior""),      baseline_difference_mean = structure(list(dist = ""normal"",          mean = 0, sd = 0.05), class = ""did_prior""), baseline_difference_sd = structure(list(         dist = ""cauchy"", scale = 0.1), class = ""did_prior""),      kappa = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      multiplier = structure(list(dist = ""lognormal"", meanlog = 0,          sdlog = 0.7), class = ""did_prior"")), class = ""did_priors"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4,G,"Prior sensitivity: effect/trend prior sd = 50 (unnormalised, 20 DiD)",default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,FALSE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"structure(list(treatment_effect_mean = structure(list(dist = ""normal"",      mean = 0, sd = 50), class = ""did_prior""), treatment_effect_sd = structure(list(     dist = ""cauchy"", scale = 5), class = ""did_prior""), time_trend_mean = structure(list(     dist = ""normal"", mean = 0, sd = 50), class = ""did_prior""),      time_trend_sd = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      rho_mean = structure(list(dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      rho_sd = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      nu = structure(list(dist = ""gamma"", shape = 2, rate = 0.1), class = ""did_prior""),      delta_rct = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      delta_pp = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      sigma = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      beta_cov = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      lkj_eta = structure(list(dist = ""lkj"", eta = 2), class = ""did_prior""),      baseline_difference_mean = structure(list(dist = ""normal"",          mean = 0, sd = 0.05), class = ""did_prior""), baseline_difference_sd = structure(list(         dist = ""cauchy"", scale = 0.1), class = ""did_prior""),      kappa = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      multiplier = structure(list(dist = ""lognormal"", meanlog = 0,          sdlog = 0.7), class = ""did_prior"")), class = ""did_priors"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G5,G,"Prior sensitivity: effect/trend prior sd = 100 (unnormalised, 20 DiD)",default,metadid,20,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,FALSE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"structure(list(treatment_effect_mean = structure(list(dist = ""normal"",      mean = 0, sd = 100), class = ""did_prior""), treatment_effect_sd = structure(list(     dist = ""cauchy"", scale = 5), class = ""did_prior""), time_trend_mean = structure(list(     dist = ""normal"", mean = 0, sd = 100), class = ""did_prior""),      time_trend_sd = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      rho_mean = structure(list(dist = ""normal"", mean = 0, sd = 1), class = ""did_prior""),      rho_sd = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      nu = structure(list(dist = ""gamma"", shape = 2, rate = 0.1), class = ""did_prior""),      delta_rct = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      delta_pp = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      sigma = structure(list(dist = ""cauchy"", scale = 5), class = ""did_prior""),      beta_cov = structure(list(dist = ""normal"", mean = 0, sd = 10), class = ""did_prior""),      lkj_eta = structure(list(dist = ""lkj"", eta = 2), class = ""did_prior""),      baseline_difference_mean = structure(list(dist = ""normal"",          mean = 0, sd = 0.05), class = ""did_prior""), baseline_difference_sd = structure(list(         dist = ""cauchy"", scale = 0.1), class = ""did_prior""),      kappa = structure(list(dist = ""normal"", mean = 0, sd = 0.5), class = ""did_prior""),      multiplier = structure(list(dist = ""lognormal"", meanlog = 0,          sdlog = 0.7), class = ""did_prior"")), class = ""did_priors"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G6,G,"Jensen's test: baseline_sd = 0, no between-study variation (200 DiD)",default,metadid,200,0,0,-0.15,0.03,-0.04,0.02,0.45,0,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G7,G,"Jensen's test: baseline_sd = 0.01, reduced variation (200 DiD)",default,metadid,200,0,0,-0.15,0.03,-0.04,0.02,0.45,0.01,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G8,G,"Jensen's test: baseline_sd = 0.10, amplified variation (100 DiD)",default,metadid,100,0,0,-0.15,0.03,-0.04,0.02,0.45,0.1,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G9,G,"Jensen's test: n_control = 5000, high within-study precision (100 DiD)",default,metadid,100,0,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,5000,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
